queue_length,arrival_rate,departure_rate,time_of_day,is_bottleneck
5,1.7,4.85,21,FALSE
14,7.84,6.98,16,FALSE
32,5.82,2.8,17,TRUE
1,4.91,9.53,13,FALSE
27,5.39,5.51,15,FALSE
13,1.74,8.25,10,FALSE
34,0.02,0.58,12,FALSE
31,4.46,5.83,15,FALSE
32,6.32,3.03,21,TRUE
36,7.17,9.75,13,FALSE
39,2.36,5.75,13,FALSE
23,1.0,0.39,18,FALSE
29,0.09,4.84,9,FALSE
26,1.69,0.15,10,TRUE
28,2.73,0.51,14,TRUE
3,2.11,0.52,20,FALSE
19,4.09,1.27,11,TRUE
30,8.84,7.6,17,FALSE
27,8.85,4.99,14,TRUE
8,8.09,1.81,9,FALSE
40,6.96,3.36,20,TRUE
23,1.01,9.14,11,FALSE
45,9.12,9.69,10,FALSE
49,8.06,7.28,17,FALSE
3,5.99,8.97,12,FALSE
20,3.22,8.01,13,FALSE
34,1.74,7.99,17,FALSE
5,4.93,4.0,18,FALSE
15,5.94,9.75,20,FALSE
34,5.29,2.4,20,TRUE
23,3.82,8.21,7,FALSE
44,5.53,0.31,21,TRUE
15,5.83,9.92,13,FALSE
31,4.85,0.81,14,TRUE
34,4.62,3.72,20,FALSE
16,2.68,5.85,16,FALSE
14,1.5,7.82,18,FALSE
37,7.65,1.14,8,TRUE
21,4.88,3.14,11,TRUE
21,2.88,0.98,7,TRUE
27,0.22,8.12,9,FALSE
14,5.31,0.79,8,TRUE
15,1.43,8.12,9,FALSE
6,2.64,8.52,14,FALSE
19,7.43,6.43,14,FALSE
12,2.7,2.08,12,FALSE
9,8.31,4.22,8,FALSE
31,7.25,2.56,8,TRUE
42,6.49,8.09,17,FALSE
9,2.11,2.91,18,FALSE
7,4.09,9.57,20,FALSE
10,7.56,6.71,8,FALSE
15,3.91,6.27,15,FALSE
37,8.52,6.37,12,TRUE
35,1.76,4.3,9,FALSE
23,0.88,5.26,15,FALSE
43,7.46,5.86,12,TRUE
12,1.0,9.44,18,FALSE
30,5.1,5.03,13,FALSE
31,4.99,9.67,12,FALSE
36,3.64,8.83,15,FALSE
21,6.63,4.3,21,TRUE
29,4.18,4.95,18,FALSE
23,6.76,7.49,20,FALSE
3,6.91,0.4,19,FALSE
35,7.99,8.64,14,FALSE
11,7.46,4.38,15,TRUE
5,5.25,4.04,18,FALSE
38,1.08,9.05,11,FALSE
0,0.58,5.76,9,FALSE
20,1.39,4.57,7,FALSE
33,7.7,9.63,10,FALSE
48,9.15,7.84,13,FALSE
24,5.44,4.13,8,FALSE
3,6.32,6.94,19,FALSE
26,4.07,2.03,16,TRUE
30,0.73,5.91,18,FALSE
27,7.99,2.77,16,TRUE
1,6.41,5.73,17,FALSE
12,8.75,0.37,16,TRUE
30,9.43,9.14,16,FALSE
44,5.38,4.29,19,FALSE
36,4.25,0.68,7,TRUE
17,4.42,4.27,13,FALSE
6,8.4,9.73,12,FALSE
42,6.04,5.38,15,FALSE
15,9.03,8.69,8,FALSE
3,9.44,9.6,8,FALSE
8,5.12,0.6,17,FALSE
2,1.45,7.88,12,FALSE
37,0.67,4.22,14,FALSE
6,5.43,1.73,13,FALSE
34,1.02,9.21,19,FALSE
29,8.34,9.78,9,FALSE
40,3.64,6.42,12,FALSE
33,6.38,4.27,12,TRUE
6,8.53,3.05,21,FALSE
35,0.33,6.54,16,FALSE
34,2.22,7.78,20,FALSE
7,8.98,5.28,13,FALSE
45,2.62,8.58,19,FALSE
19,6.67,2.56,13,TRUE
6,8.61,2.39,14,FALSE
12,1.17,9.49,15,FALSE
25,5.31,2.06,18,TRUE
37,7.36,3.49,21,TRUE
29,9.97,6.34,19,TRUE
1,6.25,8.48,16,FALSE
3,2.85,5.11,16,FALSE
4,7.02,6.83,17,FALSE
48,4.95,4.16,18,FALSE
18,3.8,5.24,17,FALSE
40,9.65,5.86,19,TRUE
16,6.27,5.71,17,FALSE
38,9.14,5.47,7,TRUE
22,3.2,8.37,7,FALSE
31,3.53,1.58,17,TRUE
5,9.47,6.3,8,FALSE
40,7.46,4.5,21,TRUE
3,9.79,5.88,10,FALSE
4,8.02,3.23,7,FALSE
26,1.89,5.53,14,FALSE
19,2.8,8.78,15,FALSE
37,5.32,6.63,15,FALSE
12,6.89,5.86,18,FALSE
49,2.58,8.63,7,FALSE
17,8.82,3.18,9,TRUE
4,5.65,0.09,17,FALSE
1,2.61,9.91,13,FALSE
18,6.39,9.13,9,FALSE
8,0.51,5.43,12,FALSE
26,5.73,1.45,10,TRUE
5,8.53,3.3,17,FALSE
26,7.64,7.17,9,FALSE
46,5.13,9.76,17,FALSE
33,2.68,9.64,11,FALSE
44,0.58,8.18,21,FALSE
2,3.28,9.48,10,FALSE
13,7.24,1.97,21,TRUE
41,4.92,4.16,19,FALSE
10,4.25,5.62,14,FALSE
19,7.64,6.46,18,FALSE
27,8.41,6.87,12,TRUE
43,8.11,3.02,21,TRUE
6,4.01,6.95,7,FALSE
21,7.94,9.11,8,FALSE
40,5.93,9.47,8,FALSE
18,6.46,1.4,13,TRUE
49,8.67,1.48,19,TRUE
34,5.29,1.26,17,TRUE
28,7.5,6.03,19,FALSE
25,3.91,6.43,14,FALSE
16,0.7,5.91,7,FALSE
25,1.12,2.95,20,FALSE
3,5.08,2.03,17,FALSE
18,1.62,5.21,7,FALSE
46,4.48,3.18,11,FALSE
21,9.14,2.1,13,TRUE
23,5.44,4.61,21,FALSE
30,6.13,4.34,12,TRUE
30,6.57,5.51,17,FALSE
44,4.67,1.98,7,TRUE
24,8.9,0.2,8,TRUE
12,1.95,1.66,16,FALSE
16,6.66,5.43,13,FALSE
15,8.68,9.98,19,FALSE
32,8.58,6.78,19,TRUE
34,4.21,6.4,19,FALSE
17,4.01,8.09,8,FALSE
23,2.34,4.22,10,FALSE
47,5.15,7.87,10,FALSE
31,6.24,2.3,16,TRUE
38,6.96,4.26,21,TRUE
42,4.19,9.89,17,FALSE
43,2.05,3.34,21,FALSE
16,0.67,9.96,9,FALSE
11,1.24,1.06,9,FALSE
23,6.23,5.89,16,FALSE
48,8.77,4.61,9,TRUE
28,7.49,3.56,19,TRUE
12,1.01,8.69,9,FALSE
16,7.46,6.12,18,FALSE
21,1.96,0.46,7,FALSE
22,2.61,3.63,10,FALSE
29,4.57,2.19,17,TRUE
9,8.49,2.72,17,FALSE
12,6.2,5.57,14,FALSE
37,3.86,8.68,16,FALSE
39,0.36,0.03,11,FALSE
26,7.71,4.22,9,TRUE
41,2.15,3.78,11,FALSE
8,9.53,4.39,19,FALSE
18,2.72,8.27,11,FALSE
11,3.69,4.36,20,FALSE
14,4.04,1.49,12,TRUE
42,6.31,0.31,8,TRUE
41,5.71,9.91,18,FALSE
33,4.76,0.61,14,TRUE
48,0.89,6.07,8,FALSE
47,5.49,4.61,9,FALSE
9,6.45,9.88,9,FALSE
50,7.35,3.7,17,TRUE
36,2.23,8.41,18,FALSE
8,3.7,9.14,19,FALSE
49,1.5,8.62,13,FALSE
14,0.38,6.16,11,FALSE
14,7.09,6.53,21,FALSE
30,9.62,9.74,9,FALSE
28,7.23,8.42,14,FALSE
24,3.57,6.78,7,FALSE
33,3.58,1.57,20,TRUE
35,9.42,6.23,11,TRUE
6,7.19,1.61,15,FALSE
9,8.27,5.04,18,FALSE
35,0.22,7.59,20,FALSE
8,9.79,0.32,9,FALSE
36,8.17,9.46,14,FALSE
45,3.16,6.99,8,FALSE
46,6.34,2.65,7,TRUE
36,9.99,6.93,11,TRUE
11,9.29,7.59,11,TRUE
27,0.15,6.07,18,FALSE
9,2.83,5.52,7,FALSE
21,2.51,4.36,15,FALSE
38,8.28,3.43,18,TRUE
0,7.94,6.56,15,FALSE
39,9.78,8.66,14,FALSE
2,6.66,2.71,18,FALSE
19,2.7,0.17,20,TRUE
20,1.72,2.24,13,FALSE
39,8.32,8.59,16,FALSE
19,9.62,9.52,18,FALSE
31,4.84,7.25,21,FALSE
11,6.39,3.98,8,TRUE
29,5.57,0.64,13,TRUE
9,8.76,7.08,19,FALSE
8,8.89,7.06,13,FALSE
13,1.5,2.19,8,FALSE
39,3.9,7.59,18,FALSE
31,0.69,4.99,9,FALSE
46,4.95,3.51,10,FALSE
10,9.78,0.15,13,FALSE
3,9.87,8.83,14,FALSE
10,0.71,2.57,19,FALSE
28,9.23,9.48,10,FALSE
34,2.89,7.82,20,FALSE
3,2.23,9.09,21,FALSE
36,8.51,2.17,17,TRUE
19,9.11,1.25,14,TRUE
31,2.63,4.6,20,FALSE
42,2.55,4.28,9,FALSE
14,9.6,2.14,13,TRUE
36,5.07,5.28,7,FALSE
36,8.08,8.74,14,FALSE
32,7.08,0.95,16,TRUE
50,0.97,4.88,21,FALSE
42,3.1,4.34,20,FALSE
25,0.37,5.77,15,FALSE
30,6.4,1.58,16,TRUE
7,2.35,4.3,10,FALSE
2,6.2,5.83,21,FALSE
49,4.06,6.29,16,FALSE
35,1.49,9.33,20,FALSE
47,7.94,5.95,13,TRUE
47,9.09,2.98,12,TRUE
21,6.21,2.46,8,TRUE
42,4.81,5.03,18,FALSE
31,3.47,3.16,17,FALSE
43,1.67,6.58,15,FALSE
10,9.85,2.04,15,FALSE
42,3.43,5.51,16,FALSE
8,5.57,9.32,12,FALSE
19,3.86,3.81,9,FALSE
41,4.49,3.76,15,FALSE
7,1.03,6.8,8,FALSE
34,0.8,3.46,16,FALSE
35,2.51,1.56,12,FALSE
37,3.67,8.27,9,FALSE
46,4.57,2.98,19,TRUE
43,2.18,2.41,14,FALSE
23,7.89,0.95,16,TRUE
10,0.06,3.71,9,FALSE
40,6.57,3.27,13,TRUE
47,3.34,8.83,12,FALSE
19,9.46,0.15,18,TRUE
22,2.61,9.84,15,FALSE
22,2.14,8.07,18,FALSE
5,1.07,8.2,20,FALSE
33,6.0,7.05,9,FALSE
9,7.33,4.93,9,FALSE
43,9.32,7.04,14,TRUE
32,4.43,2.78,7,TRUE
10,7.41,3.35,15,FALSE
3,3.02,7.65,14,FALSE
2,0.24,4.43,14,FALSE
22,9.22,7.55,12,TRUE
36,9.67,5.28,17,TRUE
50,8.59,6.84,13,TRUE
29,5.59,8.98,13,FALSE
47,5.46,1.77,19,TRUE
21,7.59,3.64,11,TRUE
22,7.28,8.48,8,FALSE
21,5.05,3.84,14,FALSE
19,6.19,7.5,10,FALSE
34,6.01,7.41,14,FALSE
46,9.28,1.35,9,TRUE
31,2.61,1.12,18,FALSE
21,4.83,7.0,7,FALSE
18,9.09,5.22,15,TRUE
35,3.79,6.41,10,FALSE
44,6.89,5.39,7,FALSE
35,0.52,6.78,10,FALSE
12,4.79,8.11,8,FALSE
43,8.12,2.48,19,TRUE
6,2.04,3.34,18,FALSE
35,9.76,7.89,10,TRUE
34,5.69,5.09,19,FALSE
9,4.38,1.55,15,FALSE
48,2.47,2.26,13,FALSE
43,9.83,1.12,19,TRUE
15,0.53,0.18,13,FALSE
0,2.48,5.0,19,FALSE
24,4.85,2.94,20,TRUE
14,1.02,1.57,18,FALSE
7,2.74,9.32,8,FALSE
29,2.26,7.28,11,FALSE
4,6.48,4.29,7,FALSE
18,0.54,9.95,17,FALSE
30,2.2,9.36,14,FALSE
4,6.31,8.63,14,FALSE
36,3.69,0.73,18,TRUE
18,9.37,6.29,10,TRUE
34,8.15,7.54,8,FALSE
39,1.39,4.44,7,FALSE
50,3.26,3.45,14,FALSE
44,5.56,4.95,20,FALSE
29,9.1,1.37,21,TRUE
37,3.07,9.05,18,FALSE
4,5.91,3.39,14,FALSE
50,7.7,0.8,18,TRUE
37,3.37,3.34,21,FALSE
6,3.47,2.7,7,FALSE
23,2.47,4.05,13,FALSE
45,1.61,8.29,11,FALSE
25,1.6,8.35,12,FALSE
31,9.8,7.99,19,TRUE
30,9.55,9.89,10,FALSE
39,5.9,3.6,11,TRUE
5,1.31,5.38,7,FALSE
46,4.91,8.11,19,FALSE
32,0.19,2.84,9,FALSE
46,2.34,6.33,21,FALSE
9,5.8,5.94,17,FALSE
22,6.43,8.39,9,FALSE
34,1.24,4.35,9,FALSE
27,6.35,6.8,20,FALSE
37,6.64,6.06,13,FALSE
18,6.42,5.45,7,FALSE
42,1.24,8.93,20,FALSE
17,7.31,9.63,21,FALSE
8,3.05,8.63,9,FALSE
6,3.58,4.6,7,FALSE
0,1.17,0.1,18,FALSE
24,6.25,0.17,18,TRUE
31,4.77,6.6,9,FALSE
31,0.75,7.16,15,FALSE
2,5.61,1.53,10,FALSE
49,9.55,7.67,21,TRUE
9,1.42,2.05,9,FALSE
24,7.63,5.9,7,TRUE
47,5.58,7.18,11,FALSE
33,6.95,5.02,14,TRUE
16,9.25,7.29,9,TRUE
40,1.07,9.9,18,FALSE
15,5.32,1.79,7,TRUE
32,3.57,5.04,17,FALSE
46,0.1,3.76,11,FALSE
19,5.39,2.52,11,TRUE
13,8.72,3.62,18,TRUE
46,1.99,8.69,15,FALSE
29,2.92,4.08,7,FALSE
38,7.53,4.98,18,TRUE
20,0.65,3.46,20,FALSE
3,9.23,6.35,12,FALSE
43,0.21,9.34,10,FALSE
12,0.17,6.33,10,FALSE
7,5.74,7.81,21,FALSE
22,7.08,2.49,11,TRUE
11,5.54,6.36,8,FALSE
1,9.18,9.02,21,FALSE
3,1.32,4.67,8,FALSE
39,4.54,3.74,15,FALSE
4,3.48,1.54,7,FALSE
6,8.85,7.32,11,FALSE
39,5.83,9.92,17,FALSE
27,9.68,2.05,20,TRUE
3,2.07,3.17,17,FALSE
2,4.29,1.29,7,FALSE
19,8.6,0.92,9,TRUE
0,0.4,7.58,7,FALSE
27,0.88,1.37,16,FALSE
10,6.9,9.69,17,FALSE
23,9.51,2.88,12,TRUE
34,1.41,5.43,21,FALSE
6,1.92,2.34,15,FALSE
15,6.8,7.95,15,FALSE
9,1.53,8.64,13,FALSE
36,7.58,6.48,9,FALSE
0,4.4,5.95,17,FALSE
19,7.84,9.82,11,FALSE
15,0.63,5.71,17,FALSE
40,2.77,9.94,15,FALSE
48,6.75,6.51,14,FALSE
5,5.18,5.61,14,FALSE
0,4.59,6.4,13,FALSE
34,2.59,8.34,9,FALSE
44,3.23,8.59,13,FALSE
27,8.39,6.15,13,TRUE
22,3.0,7.08,13,FALSE
42,8.41,2.05,17,TRUE
8,1.2,7.45,18,FALSE
35,1.19,3.67,17,FALSE
36,3.24,2.3,7,FALSE
33,7.42,5.62,20,TRUE
38,9.84,1.38,17,TRUE
46,1.21,2.82,21,FALSE
18,7.22,4.79,17,TRUE
19,3.56,4.59,7,FALSE
1,0.06,3.78,8,FALSE
20,2.65,0.99,19,TRUE
43,1.96,9.18,20,FALSE
28,2.87,8.9,14,FALSE
5,9.88,8.09,21,FALSE
36,2.12,6.74,7,FALSE
9,2.44,6.24,19,FALSE
15,4.45,7.01,11,FALSE
25,6.63,8.47,19,FALSE
5,6.07,2.49,7,FALSE
45,1.49,7.81,12,FALSE
32,0.46,3.26,8,FALSE
13,2.83,9.73,19,FALSE
25,4.9,2.78,20,TRUE
33,1.59,8.3,12,FALSE
41,9.27,2.21,17,TRUE
30,9.39,2.24,19,TRUE
10,3.13,9.22,8,FALSE
50,7.49,8.84,12,FALSE
6,4.63,5.71,14,FALSE
35,6.3,7.25,15,FALSE
39,4.25,7.89,8,FALSE
18,6.21,8.06,19,FALSE
20,8.61,9.35,12,FALSE
21,2.44,7.16,10,FALSE
10,0.15,4.88,8,FALSE
41,0.1,8.87,19,FALSE
41,5.61,0.97,21,TRUE
1,7.15,3.73,18,FALSE
13,3.99,7.91,21,FALSE
9,6.05,1.88,13,FALSE
49,0.49,5.82,8,FALSE
38,9.14,8.11,8,FALSE
26,2.48,5.63,7,FALSE
39,3.26,6.08,12,FALSE
2,9.7,4.37,15,FALSE
32,2.66,4.76,18,FALSE
35,2.55,2.71,20,FALSE
40,2.0,1.49,10,FALSE
26,7.31,4.66,13,TRUE
15,2.96,7.08,19,FALSE
3,1.77,6.99,19,FALSE
46,3.13,1.5,8,TRUE
13,4.9,7.8,13,FALSE
22,2.47,0.02,13,TRUE
38,9.76,4.33,17,TRUE
29,7.31,7.82,13,FALSE
16,2.26,1.73,17,FALSE
22,1.35,9.35,7,FALSE
9,0.3,8.61,19,FALSE
18,7.05,3.07,13,TRUE
7,7.06,7.41,21,FALSE
2,0.6,2.37,9,FALSE
8,5.64,9.02,14,FALSE
22,6.21,7.12,11,FALSE
7,3.1,9.1,14,FALSE
7,8.81,5.98,9,FALSE
32,3.09,5.26,17,FALSE
41,3.02,3.23,9,FALSE
37,0.95,8.38,10,FALSE
44,8.65,9.37,18,FALSE
32,6.87,6.2,11,FALSE
30,8.54,1.05,16,TRUE
7,7.27,3.76,17,FALSE
27,0.15,4.65,12,FALSE
1,8.47,0.59,21,FALSE
27,0.55,3.25,18,FALSE
20,9.55,3.19,12,TRUE
49,8.43,4.5,10,TRUE
43,3.12,6.21,18,FALSE
50,8.18,2.52,12,TRUE
42,6.52,8.23,20,FALSE
43,3.17,7.33,17,FALSE
21,9.32,3.64,9,TRUE
21,1.08,9.33,18,FALSE
27,6.11,6.4,7,FALSE
22,2.3,1.18,11,FALSE
29,6.65,2.48,20,TRUE
5,3.56,2.05,16,FALSE
18,7.75,7.42,18,FALSE
36,9.12,4.5,7,TRUE
15,8.39,1.95,8,TRUE
33,0.96,1.31,17,FALSE
18,1.02,7.61,13,FALSE
36,2.6,3.04,10,FALSE
4,6.2,1.33,10,FALSE
44,7.66,4.39,9,TRUE
19,8.82,3.88,21,TRUE
10,9.3,9.44,11,FALSE
49,5.37,3.42,10,TRUE
22,4.63,3.57,15,FALSE
49,1.49,2.31,15,FALSE
48,7.55,5.58,11,TRUE
38,6.16,0.33,15,TRUE
6,7.57,2.23,21,FALSE
12,6.68,7.21,9,FALSE
44,4.05,2.62,20,FALSE
42,5.9,3.01,17,TRUE
4,9.73,9.67,10,FALSE
8,6.87,0.71,13,FALSE
31,4.66,8.67,20,FALSE
29,3.9,9.51,19,FALSE
17,2.46,8.71,16,FALSE
19,0.84,2.7,19,FALSE
22,9.52,7.86,9,TRUE
39,4.9,2.03,19,TRUE
5,4.63,8.05,10,FALSE
21,5.44,0.56,9,TRUE
48,0.83,5.09,16,FALSE
37,7.42,4.75,19,TRUE
19,7.04,8.5,15,FALSE
40,5.35,9.43,12,FALSE
47,7.92,7.07,16,FALSE
19,1.74,8.1,18,FALSE
17,9.97,7.77,18,TRUE
24,2.88,4.35,17,FALSE
19,1.72,2.25,15,FALSE
28,1.54,2.34,14,FALSE
17,3.59,5.99,18,FALSE
37,0.54,0.97,17,FALSE
27,3.79,2.98,9,FALSE
46,2.03,8.94,17,FALSE
5,9.97,8.28,15,FALSE
24,1.09,6.92,19,FALSE
34,4.92,3.17,21,TRUE
42,6.99,8.42,7,FALSE
38,0.1,1.47,13,FALSE
22,1.44,7.64,7,FALSE
32,0.82,8.63,17,FALSE
5,5.74,9.77,20,FALSE
39,6.99,5.21,7,TRUE
26,3.48,2.18,13,FALSE
37,0.28,0.25,11,FALSE
1,3.49,1.74,15,FALSE
48,7.92,9.51,19,FALSE
25,5.94,5.17,16,FALSE
38,6.51,7.84,15,FALSE
29,2.74,4.7,14,FALSE
50,4.29,2.47,16,TRUE
30,6.96,9.07,12,FALSE
39,8.77,5.21,11,TRUE
21,5.38,3.82,11,TRUE
2,8.24,2.36,15,FALSE
23,0.07,8.07,19,FALSE
31,2.64,9.1,18,FALSE
8,9.41,5.11,12,FALSE
14,5.11,8.65,11,FALSE
3,5.23,2.92,12,FALSE
44,6.99,6.68,20,FALSE
32,7.41,6.43,16,FALSE
38,2.35,2.68,11,FALSE
44,8.38,3.95,10,TRUE
18,5.26,6.14,9,FALSE
0,1.14,7.69,9,FALSE
2,6.81,6.48,20,FALSE
35,1.53,4.25,11,FALSE
40,3.77,4.18,10,FALSE
16,3.31,3.38,17,FALSE
17,9.05,9.79,9,FALSE
33,7.59,0.02,10,TRUE
35,7.84,8.67,14,FALSE
32,0.58,5.77,8,FALSE
46,1.47,0.95,15,FALSE
36,5.16,1.41,14,TRUE
47,3.33,0.93,17,TRUE
22,9.67,0.33,19,TRUE
13,1.16,9.46,16,FALSE
17,3.83,3.95,16,FALSE
49,4.67,9.87,19,FALSE
41,9.27,7.48,10,TRUE
30,3.09,0.54,13,TRUE
28,3.33,6.97,11,FALSE
1,3.64,6.14,16,FALSE
46,8.82,1.05,9,TRUE
40,7.71,1.43,21,TRUE
21,2.51,6.35,16,FALSE
35,0.43,0.53,18,FALSE
37,6.45,4.88,11,TRUE
48,6.83,9.2,10,FALSE
32,6.69,6.81,17,FALSE
19,5.42,4.53,10,FALSE
8,4.1,4.53,17,FALSE
23,8.13,5.39,21,TRUE
18,8.79,0.27,21,TRUE
18,6.83,0.65,15,TRUE
39,9.83,4.06,15,TRUE
16,8.14,3.1,9,TRUE
49,3.35,3.95,21,FALSE
47,4.1,7.58,11,FALSE
3,1.0,3.02,10,FALSE
31,2.47,2.02,20,FALSE
22,4.72,7.15,13,FALSE
16,4.4,0.51,9,TRUE
25,4.38,8.85,16,FALSE
22,5.34,1.62,7,TRUE
49,4.59,9.77,21,FALSE
26,8.13,6.29,13,TRUE
16,5.42,2.11,18,TRUE
39,5.65,3.86,15,TRUE
1,0.22,6.85,12,FALSE
3,9.96,5.43,19,FALSE
13,9.32,4.54,12,TRUE
37,4.34,2.57,12,TRUE
35,3.44,0.26,19,TRUE
21,1.9,0.15,13,TRUE
2,3.85,8.67,15,FALSE
19,5.78,5.52,7,FALSE
37,7.75,7.61,20,FALSE
16,0.22,4.09,9,FALSE
14,6.65,1.11,8,TRUE
6,2.29,1.84,11,FALSE
5,5.75,8.06,20,FALSE
39,0.8,8.73,21,FALSE
45,8.87,8.07,9,FALSE
48,3.59,8.55,19,FALSE
14,6.65,1.29,17,TRUE
11,8.48,3.62,9,TRUE
46,5.01,0.29,10,TRUE
22,6.5,5.33,7,FALSE
23,4.66,7.68,21,FALSE
28,4.95,5.96,10,FALSE
5,1.6,6.6,20,FALSE
8,2.78,8.95,11,FALSE
48,3.42,6.36,19,FALSE
9,2.65,3.77,16,FALSE
39,1.29,1.99,7,FALSE
16,7.58,2.39,20,TRUE
18,5.82,2.91,16,TRUE
47,0.97,3.45,14,FALSE
48,7.21,1.65,16,TRUE
30,9.41,3.71,14,TRUE
23,3.47,3.29,10,FALSE
21,9.57,0.95,11,TRUE
3,1.52,5.64,18,FALSE
49,4.37,4.28,21,FALSE
19,9.17,6.13,16,TRUE
44,8.19,5.07,9,TRUE
18,7.77,1.58,10,TRUE
50,9.09,6.67,11,TRUE
20,3.72,0.41,16,TRUE
17,8.58,6.12,8,TRUE
25,1.17,0.99,19,FALSE
50,0.38,6.14,8,FALSE
17,8.53,9.58,11,FALSE
45,9.04,3.77,15,TRUE
32,3.47,2.95,11,FALSE
3,5.64,1.8,20,FALSE
20,7.42,9.23,17,FALSE
0,6.59,3.56,20,FALSE
30,3.34,8.67,17,FALSE
47,3.63,7.16,20,FALSE
8,8.47,8.29,14,FALSE
12,7.52,8.83,19,FALSE
30,6.04,8.36,13,FALSE
50,1.87,8.06,21,FALSE
29,9.73,4.51,19,TRUE
34,4.55,1.94,16,TRUE
22,0.08,7.11,20,FALSE
37,3.4,1.93,17,FALSE
39,2.05,4.64,14,FALSE
49,3.01,1.86,7,FALSE
20,2.38,2.08,12,FALSE
46,0.93,6.04,8,FALSE
48,9.73,3.18,12,TRUE
27,8.59,6.89,21,TRUE
2,1.67,6.99,17,FALSE
16,2.9,2.89,12,FALSE
16,4.66,8.0,20,FALSE
26,4.97,1.79,15,TRUE
32,2.83,4.69,9,FALSE
4,5.14,1.13,9,FALSE
19,6.58,3.92,19,TRUE
48,4.91,6.89,8,FALSE
15,3.33,6.24,18,FALSE
16,4.45,1.62,12,TRUE
2,9.18,0.3,17,FALSE
46,0.53,8.71,19,FALSE
39,2.51,0.19,12,TRUE
21,5.75,5.85,10,FALSE
18,5.34,1.37,17,TRUE
2,6.15,7.09,7,FALSE
24,0.48,3.82,19,FALSE
4,9.95,6.14,16,FALSE
31,2.77,4.23,20,FALSE
25,6.64,5.4,18,FALSE
11,7.45,7.4,19,FALSE
30,3.56,0.63,14,TRUE
25,1.51,3.64,12,FALSE
13,7.2,1.54,21,TRUE
25,6.19,9.6,21,FALSE
7,5.33,5.69,13,FALSE
6,2.43,6.82,15,FALSE
14,2.35,3.24,11,FALSE
49,2.51,4.25,13,FALSE
36,3.72,0.55,7,TRUE
44,8.71,4.52,15,TRUE
10,6.96,7.22,21,FALSE
36,1.11,8.65,17,FALSE
18,7.8,9.71,10,FALSE
30,9.39,5.64,20,TRUE
17,4.33,3.46,20,FALSE
12,2.08,6.38,17,FALSE
38,6.96,3.01,20,TRUE
23,1.68,0.76,8,FALSE
50,1.48,5.6,11,FALSE
17,3.94,0.23,11,TRUE
43,1.57,2.03,17,FALSE
17,3.56,1.46,8,TRUE
21,5.67,3.38,9,TRUE
23,0.61,0.01,16,FALSE
41,4.23,3.32,11,FALSE
45,1.33,3.09,15,FALSE
26,7.03,0.7,18,TRUE
26,4.96,7.43,10,FALSE
12,1.96,1.59,21,FALSE
0,8.93,8.57,16,FALSE
14,8.16,4.19,19,TRUE
47,1.7,0.5,13,FALSE
18,5.31,6.46,21,FALSE
32,2.97,3.33,14,FALSE
30,4.8,2.1,15,TRUE
18,9.33,8.21,7,FALSE
15,6.72,5.88,8,FALSE
3,2.09,9.65,20,FALSE
10,7.15,4.56,18,FALSE
19,0.98,4.76,12,FALSE
3,9.73,3.5,10,FALSE
46,2.57,2.01,15,FALSE
1,0.21,5.43,15,FALSE
45,2.68,6.71,11,FALSE
41,1.0,8.52,14,FALSE
28,9.06,2.53,11,TRUE
5,2.73,8.36,14,FALSE
22,5.84,3.21,15,TRUE
15,6.87,9.22,18,FALSE
19,6.09,4.98,11,FALSE
40,4.63,6.08,9,FALSE
21,2.39,3.94,13,FALSE
44,1.72,4.58,19,FALSE
2,2.95,6.32,19,FALSE
30,6.91,1.9,10,TRUE
10,5.44,8.52,10,FALSE
28,8.5,3.6,19,TRUE
48,8.74,7.07,11,TRUE
34,8.47,7.98,17,FALSE
36,0.43,3.49,21,FALSE
34,5.69,0.24,18,TRUE
49,2.12,4.59,21,FALSE
3,9.87,1.63,21,FALSE
3,9.1,6.66,11,FALSE
22,3.01,3.53,12,FALSE
42,3.99,4.28,13,FALSE
15,0.35,7.97,11,FALSE
36,9.88,2.63,9,TRUE
33,1.34,9.2,18,FALSE
31,5.17,0.7,20,TRUE
35,3.0,0.78,13,TRUE
40,0.28,6.2,12,FALSE
14,9.59,2.45,8,TRUE
38,3.14,4.51,11,FALSE
11,0.31,2.93,8,FALSE
4,5.99,9.61,10,FALSE
27,3.72,9.07,16,FALSE
37,4.57,5.89,16,FALSE
28,5.93,4.78,18,FALSE
28,9.47,2.67,9,TRUE
27,6.31,0.65,17,TRUE
47,7.54,3.55,17,TRUE
24,2.03,5.07,12,FALSE
8,8.51,4.82,10,FALSE
18,2.91,3.02,18,FALSE
39,1.08,7.05,8,FALSE
42,6.25,1.2,7,TRUE
32,2.43,0.65,7,TRUE
28,7.98,8.8,20,FALSE
8,8.3,3.68,13,FALSE
49,1.52,2.91,18,FALSE
13,1.74,4.6,18,FALSE
20,5.66,9.45,13,FALSE
19,0.45,9.88,7,FALSE
35,2.52,8.39,10,FALSE
8,9.52,9.87,16,FALSE
27,6.85,1.74,19,TRUE
31,0.69,7.08,13,FALSE
38,4.12,3.19,10,FALSE
24,3.12,1.44,7,TRUE
49,9.88,0.58,8,TRUE
0,4.16,4.75,7,FALSE
13,1.95,7.41,15,FALSE
15,2.85,4.34,18,FALSE
24,4.58,7.58,9,FALSE
24,9.55,0.44,7,TRUE
1,6.02,9.99,13,FALSE
