day_of_week,date,hour_of_day,wait_time_minutes
Sunday,2022-12-11,16,7.1
Sunday,2022-12-11,17,16.5
Monday,2022-12-12,9,23.4
Monday,2022-12-12,10,22.1
Monday,2022-12-12,11,30.8
Monday,2022-12-12,12,8.7
Monday,2022-12-12,13,18.2
Monday,2022-12-12,14,10.4
Monday,2022-12-12,15,27.3
Monday,2022-12-12,16,25.3
Monday,2022-12-12,17,8.5
Tuesday,2022-12-13,9,21.0
Tuesday,2022-12-13,10,33.9
Tuesday,2022-12-13,11,12.1
Tuesday,2022-12-13,12,9.5
Tuesday,2022-12-13,13,17.0
Tuesday,2022-12-13,14,15.8
Tuesday,2022-12-13,15,28.4
Tuesday,2022-12-13,16,8.5
Tuesday,2022-12-13,17,15.3
Wednesday,2022-12-14,9,25.3
Wednesday,2022-12-14,10,22.7
Wednesday,2022-12-14,11,33.0
Wednesday,2022-12-14,12,6.7
Wednesday,2022-12-14,13,9.1
Wednesday,2022-12-14,14,6.0
Wednesday,2022-12-14,15,29.3
Wednesday,2022-12-14,16,25.1
Wednesday,2022-12-14,17,29.7
Thursday,2022-12-15,9,14.3
Thursday,2022-12-15,10,30.1
Thursday,2022-12-15,11,11.4
Thursday,2022-12-15,12,11.3
Thursday,2022-12-15,13,12.8
Thursday,2022-12-15,14,19.6
Thursday,2022-12-15,15,16.7
Thursday,2022-12-15,16,10.2
Thursday,2022-12-15,17,31.0
Friday,2022-12-16,9,21.8
Friday,2022-12-16,10,10.5
Friday,2022-12-16,11,22.4
Friday,2022-12-16,12,9.8
Friday,2022-12-16,13,15.1
Friday,2022-12-16,14,23.2
Friday,2022-12-16,15,25.7
Friday,2022-12-16,16,31.7
Friday,2022-12-16,17,23.0
Saturday,2022-12-17,9,8.5
Saturday,2022-12-17,10,16.3
Saturday,2022-12-17,11,14.7
Saturday,2022-12-17,12,15.9
Saturday,2022-12-17,13,14.7
Saturday,2022-12-17,14,16.6
Saturday,2022-12-17,15,11.8
Saturday,2022-12-17,16,13.5
Saturday,2022-12-17,17,6.4
Sunday,2022-12-18,9,23.3
Sunday,2022-12-18,10,12.2
Sunday,2022-12-18,11,21.1
Sunday,2022-12-18,12,11.5
Sunday,2022-12-18,13,7.4
Sunday,2022-12-18,14,12.2
Sunday,2022-12-18,15,5.5
Sunday,2022-12-18,16,5.7
Sunday,2022-12-18,17,12.3
Monday,2022-12-19,9,27.1
Monday,2022-12-19,10,19.1
Monday,2022-12-19,11,16.0
Monday,2022-12-19,12,21.2
Monday,2022-12-19,13,16.0
Monday,2022-12-19,14,10.8
Monday,2022-12-19,15,12.5
Monday,2022-12-19,16,28.5
Monday,2022-12-19,17,6.4
Tuesday,2022-12-20,9,9.6
Tuesday,2022-12-20,10,18.9
Tuesday,2022-12-20,11,14.4
Tuesday,2022-12-20,12,21.1
Tuesday,2022-12-20,13,16.4
Tuesday,2022-12-20,14,29.3
Tuesday,2022-12-20,15,25.2
Tuesday,2022-12-20,16,18.8
Tuesday,2022-12-20,17,7.0
Wednesday,2022-12-21,9,27.5
Wednesday,2022-12-21,10,30.9
Wednesday,2022-12-21,11,8.4
Wednesday,2022-12-21,12,12.8
Wednesday,2022-12-21,13,5.0
Wednesday,2022-12-21,14,8.3
Wednesday,2022-12-21,15,26.6
Wednesday,2022-12-21,16,18.9
Wednesday,2022-12-21,17,17.1
Thursday,2022-12-22,9,21.8
Thursday,2022-12-22,10,17.1
Thursday,2022-12-22,11,31.9
Thursday,2022-12-22,12,23.3
Thursday,2022-12-22,13,14.7
Thursday,2022-12-22,14,10.7
Thursday,2022-12-22,15,10.1
Thursday,2022-12-22,16,32.1
Thursday,2022-12-22,17,31.8
Friday,2022-12-23,9,15.6
Friday,2022-12-23,10,25.8
Friday,2022-12-23,11,21.2
Friday,2022-12-23,12,19.8
Friday,2022-12-23,13,23.5
Friday,2022-12-23,14,22.8
Friday,2022-12-23,15,9.4
Friday,2022-12-23,16,29.0
Friday,2022-12-23,17,18.9
Saturday,2022-12-24,9,19.1
Saturday,2022-12-24,10,18.2
Saturday,2022-12-24,11,16.3
Saturday,2022-12-24,12,8.4
Saturday,2022-12-24,13,5.0
Saturday,2022-12-24,14,15.9
Saturday,2022-12-24,15,5.5
Saturday,2022-12-24,16,9.5
Saturday,2022-12-24,17,20.6
Sunday,2022-12-25,9,13.2
Sunday,2022-12-25,10,7.0
Sunday,2022-12-25,11,24.2
Sunday,2022-12-25,12,5.0
Sunday,2022-12-25,13,12.9
Sunday,2022-12-25,14,20.6
Sunday,2022-12-25,15,14.5
Sunday,2022-12-25,16,11.8
Sunday,2022-12-25,17,19.8
Monday,2022-12-26,9,27.5
Monday,2022-12-26,10,18.0
Monday,2022-12-26,11,26.4
Monday,2022-12-26,12,12.9
Monday,2022-12-26,13,7.0
Monday,2022-12-26,14,18.1
Monday,2022-12-26,15,23.1
Monday,2022-12-26,16,10.8
Monday,2022-12-26,17,7.8
Tuesday,2022-12-27,9,9.5
Tuesday,2022-12-27,10,28.6
Tuesday,2022-12-27,11,7.8
Tuesday,2022-12-27,12,13.7
Tuesday,2022-12-27,13,22.2
Tuesday,2022-12-27,14,9.1
Tuesday,2022-12-27,15,15.1
Tuesday,2022-12-27,16,31.7
Tuesday,2022-12-27,17,25.2
Wednesday,2022-12-28,9,18.0
Wednesday,2022-12-28,10,31.9
Wednesday,2022-12-28,11,9.8
Wednesday,2022-12-28,12,23.1
Wednesday,2022-12-28,13,21.0
Wednesday,2022-12-28,14,20.2
Wednesday,2022-12-28,15,19.0
Wednesday,2022-12-28,16,28.1
Wednesday,2022-12-28,17,28.5
Thursday,2022-12-29,9,29.1
Thursday,2022-12-29,10,28.0
Thursday,2022-12-29,11,14.0
Thursday,2022-12-29,12,9.6
Thursday,2022-12-29,13,19.0
Thursday,2022-12-29,14,10.5
Thursday,2022-12-29,15,9.5
Thursday,2022-12-29,16,19.1
Thursday,2022-12-29,17,16.6
Friday,2022-12-30,9,25.5
Friday,2022-12-30,10,12.4
Friday,2022-12-30,11,28.2
Friday,2022-12-30,12,18.3
Friday,2022-12-30,13,10.4
Friday,2022-12-30,14,15.2
Friday,2022-12-30,15,12.6
Friday,2022-12-30,16,10.9
Friday,2022-12-30,17,21.5
Saturday,2022-12-31,9,22.8
Saturday,2022-12-31,10,16.5
Saturday,2022-12-31,11,5.0
Saturday,2022-12-31,12,11.4
Saturday,2022-12-31,13,5.0
Saturday,2022-12-31,14,20.1
Saturday,2022-12-31,15,18.2
Saturday,2022-12-31,16,5.0
Saturday,2022-12-31,17,11.3
Sunday,2023-01-01,9,12.5
Sunday,2023-01-01,10,5.4
Sunday,2023-01-01,11,12.4
Sunday,2023-01-01,12,14.9
Sunday,2023-01-01,13,10.6
Sunday,2023-01-01,14,15.1
Sunday,2023-01-01,15,20.5
Sunday,2023-01-01,16,20.0
Sunday,2023-01-01,17,7.1
Monday,2023-01-02,9,27.6
Monday,2023-01-02,10,27.0
Monday,2023-01-02,11,15.1
Monday,2023-01-02,12,14.4
Monday,2023-01-02,13,17.1
Monday,2023-01-02,14,17.5
Monday,2023-01-02,15,27.2
Monday,2023-01-02,16,11.6
Monday,2023-01-02,17,25.9
Tuesday,2023-01-03,9,34.8
Tuesday,2023-01-03,10,23.7
Tuesday,2023-01-03,11,7.6
Tuesday,2023-01-03,12,18.4
Tuesday,2023-01-03,13,14.8
Tuesday,2023-01-03,14,6.5
Tuesday,2023-01-03,15,19.0
Tuesday,2023-01-03,16,26.4
Tuesday,2023-01-03,17,19.1
Wednesday,2023-01-04,9,7.3
Wednesday,2023-01-04,10,25.9
Wednesday,2023-01-04,11,35.2
Wednesday,2023-01-04,12,13.5
Wednesday,2023-01-04,13,21.7
Wednesday,2023-01-04,14,25.5
Wednesday,2023-01-04,15,24.2
Wednesday,2023-01-04,16,10.6
Wednesday,2023-01-04,17,12.5
Thursday,2023-01-05,9,29.4
Thursday,2023-01-05,10,23.8
Thursday,2023-01-05,11,12.3
Thursday,2023-01-05,12,6.3
Thursday,2023-01-05,13,9.1
Thursday,2023-01-05,14,23.2
Thursday,2023-01-05,15,19.2
Thursday,2023-01-05,16,22.6
Thursday,2023-01-05,17,10.0
Friday,2023-01-06,9,24.8
Friday,2023-01-06,10,8.9
Friday,2023-01-06,11,15.5
Friday,2023-01-06,12,7.3
Friday,2023-01-06,13,16.5
Friday,2023-01-06,14,28.9
Friday,2023-01-06,15,23.3
Friday,2023-01-06,16,10.7
Friday,2023-01-06,17,25.8
Saturday,2023-01-07,9,13.2
Saturday,2023-01-07,10,16.8
Saturday,2023-01-07,11,10.9
Saturday,2023-01-07,12,5.0
Saturday,2023-01-07,13,6.7
Saturday,2023-01-07,14,18.5
Saturday,2023-01-07,15,7.8
Saturday,2023-01-07,16,14.2
Saturday,2023-01-07,17,15.2
Sunday,2023-01-08,9,16.7
Sunday,2023-01-08,10,22.0
Sunday,2023-01-08,11,12.7
Sunday,2023-01-08,12,15.9
Sunday,2023-01-08,13,11.9
Sunday,2023-01-08,14,15.0
Sunday,2023-01-08,15,18.9
Sunday,2023-01-08,16,14.2
Sunday,2023-01-08,17,10.8
Monday,2023-01-09,9,27.2
Monday,2023-01-09,10,33.6
Monday,2023-01-09,11,35.7
Monday,2023-01-09,12,10.4
Monday,2023-01-09,13,16.6
Monday,2023-01-09,14,15.4
Monday,2023-01-09,15,27.2
Monday,2023-01-09,16,24.2
Monday,2023-01-09,17,19.4
Tuesday,2023-01-10,9,26.5
Tuesday,2023-01-10,10,11.8
Tuesday,2023-01-10,11,23.9
Tuesday,2023-01-10,12,13.1
Tuesday,2023-01-10,13,5.0
Tuesday,2023-01-10,14,23.2
Tuesday,2023-01-10,15,17.2
Tuesday,2023-01-10,16,25.8
Tuesday,2023-01-10,17,17.7
Wednesday,2023-01-11,9,25.2
Wednesday,2023-01-11,10,7.8
Wednesday,2023-01-11,11,32.2
Wednesday,2023-01-11,12,12.1
Wednesday,2023-01-11,13,10.1
Wednesday,2023-01-11,14,12.9
Wednesday,2023-01-11,15,15.4
Wednesday,2023-01-11,16,6.5
Wednesday,2023-01-11,17,26.6
Thursday,2023-01-12,9,17.1
Thursday,2023-01-12,10,23.6
Thursday,2023-01-12,11,26.8
Thursday,2023-01-12,12,14.1
Thursday,2023-01-12,13,11.8
Thursday,2023-01-12,14,10.3
Thursday,2023-01-12,15,15.1
Thursday,2023-01-12,16,8.0
Thursday,2023-01-12,17,14.2
Friday,2023-01-13,9,14.7
Friday,2023-01-13,10,10.3
Friday,2023-01-13,11,6.2
Friday,2023-01-13,12,5.0
Friday,2023-01-13,13,14.0
Friday,2023-01-13,14,25.9
Friday,2023-01-13,15,23.0
Friday,2023-01-13,16,17.0
Friday,2023-01-13,17,6.3
Saturday,2023-01-14,9,19.0
Saturday,2023-01-14,10,20.0
Saturday,2023-01-14,11,18.2
Saturday,2023-01-14,12,8.2
Saturday,2023-01-14,13,16.6
Saturday,2023-01-14,14,19.6
Saturday,2023-01-14,15,8.9
Saturday,2023-01-14,16,22.8
Saturday,2023-01-14,17,7.8
Sunday,2023-01-15,9,5.7
Sunday,2023-01-15,10,22.5
Sunday,2023-01-15,11,20.3
Sunday,2023-01-15,12,5.9
Sunday,2023-01-15,13,13.0
Sunday,2023-01-15,14,13.2
Sunday,2023-01-15,15,8.9
Sunday,2023-01-15,16,22.0
Sunday,2023-01-15,17,14.3
Monday,2023-01-16,9,34.6
Monday,2023-01-16,10,27.0
Monday,2023-01-16,11,16.5
Monday,2023-01-16,12,15.1
Monday,2023-01-16,13,17.2
Monday,2023-01-16,14,22.1
Monday,2023-01-16,15,9.4
Monday,2023-01-16,16,16.6
Monday,2023-01-16,17,23.9
Tuesday,2023-01-17,9,19.7
Tuesday,2023-01-17,10,18.0
Tuesday,2023-01-17,11,15.7
Tuesday,2023-01-17,12,5.0
Tuesday,2023-01-17,13,23.8
Tuesday,2023-01-17,14,29.4
Tuesday,2023-01-17,15,5.9
Tuesday,2023-01-17,16,20.5
Tuesday,2023-01-17,17,22.7
Wednesday,2023-01-18,9,17.1
Wednesday,2023-01-18,10,33.8
Wednesday,2023-01-18,11,27.5
Wednesday,2023-01-18,12,11.7
Wednesday,2023-01-18,13,22.6
Wednesday,2023-01-18,14,9.2
Wednesday,2023-01-18,15,16.5
Wednesday,2023-01-18,16,9.2
Wednesday,2023-01-18,17,17.8
Thursday,2023-01-19,9,17.4
Thursday,2023-01-19,10,18.2
Thursday,2023-01-19,11,23.0
Thursday,2023-01-19,12,21.5
Thursday,2023-01-19,13,23.6
Thursday,2023-01-19,14,14.0
Thursday,2023-01-19,15,5.4
Thursday,2023-01-19,16,17.2
Thursday,2023-01-19,17,10.1
Friday,2023-01-20,9,24.5
Friday,2023-01-20,10,19.5
Friday,2023-01-20,11,23.9
Friday,2023-01-20,12,18.2
Friday,2023-01-20,13,7.3
Friday,2023-01-20,14,19.3
Friday,2023-01-20,15,22.1
Friday,2023-01-20,16,6.2
Friday,2023-01-20,17,6.5
Saturday,2023-01-21,9,11.6
Saturday,2023-01-21,10,6.1
Saturday,2023-01-21,11,18.8
Saturday,2023-01-21,12,16.1
Saturday,2023-01-21,13,16.8
Saturday,2023-01-21,14,14.2
Saturday,2023-01-21,15,5.0
Saturday,2023-01-21,16,6.4
Saturday,2023-01-21,17,8.7
Sunday,2023-01-22,9,6.6
Sunday,2023-01-22,10,6.3
Sunday,2023-01-22,11,23.5
Sunday,2023-01-22,12,8.6
Sunday,2023-01-22,13,13.4
Sunday,2023-01-22,14,16.8
Sunday,2023-01-22,15,15.6
Sunday,2023-01-22,16,20.0
Sunday,2023-01-22,17,5.0
Monday,2023-01-23,9,19.8
Monday,2023-01-23,10,6.4
Monday,2023-01-23,11,27.3
Monday,2023-01-23,12,13.3
Monday,2023-01-23,13,18.4
Monday,2023-01-23,14,15.6
Monday,2023-01-23,15,5.1
Monday,2023-01-23,16,23.4
Monday,2023-01-23,17,18.3
Tuesday,2023-01-24,9,21.9
Tuesday,2023-01-24,10,27.9
Tuesday,2023-01-24,11,29.1
Tuesday,2023-01-24,12,15.1
Tuesday,2023-01-24,13,15.5
Tuesday,2023-01-24,14,8.9
Tuesday,2023-01-24,15,5.7
Tuesday,2023-01-24,16,13.6
Tuesday,2023-01-24,17,24.8
Wednesday,2023-01-25,9,31.8
Wednesday,2023-01-25,10,21.6
Wednesday,2023-01-25,11,6.4
Wednesday,2023-01-25,12,5.6
Wednesday,2023-01-25,13,21.4
Wednesday,2023-01-25,14,5.6
Wednesday,2023-01-25,15,18.4
Wednesday,2023-01-25,16,11.2
Wednesday,2023-01-25,17,17.7
Thursday,2023-01-26,9,10.4
Thursday,2023-01-26,10,33.6
Thursday,2023-01-26,11,14.2
Thursday,2023-01-26,12,14.8
Thursday,2023-01-26,13,16.9
Thursday,2023-01-26,14,7.8
Thursday,2023-01-26,15,15.7
Thursday,2023-01-26,16,28.7
Thursday,2023-01-26,17,26.6
Friday,2023-01-27,9,30.2
Friday,2023-01-27,10,33.5
Friday,2023-01-27,11,24.9
Friday,2023-01-27,12,6.6
Friday,2023-01-27,13,22.9
Friday,2023-01-27,14,13.5
Friday,2023-01-27,15,20.9
Friday,2023-01-27,16,18.1
Friday,2023-01-27,17,26.8
Saturday,2023-01-28,9,19.0
Saturday,2023-01-28,10,11.5
Saturday,2023-01-28,11,15.2
Saturday,2023-01-28,12,5.0
Saturday,2023-01-28,13,14.9
Saturday,2023-01-28,14,10.9
Saturday,2023-01-28,15,14.1
Saturday,2023-01-28,16,18.3
Saturday,2023-01-28,17,14.9
Sunday,2023-01-29,9,8.8
Sunday,2023-01-29,10,13.1
Sunday,2023-01-29,11,12.3
Sunday,2023-01-29,12,5.0
Sunday,2023-01-29,13,13.6
Sunday,2023-01-29,14,14.5
Sunday,2023-01-29,15,15.8
Sunday,2023-01-29,16,19.6
Sunday,2023-01-29,17,10.6
Monday,2023-01-30,9,9.2
Monday,2023-01-30,10,13.5
Monday,2023-01-30,11,28.6
Monday,2023-01-30,12,19.3
Monday,2023-01-30,13,16.0
Monday,2023-01-30,14,9.5
Monday,2023-01-30,15,20.1
Monday,2023-01-30,16,26.5
Monday,2023-01-30,17,15.5
Tuesday,2023-01-31,9,34.7
Tuesday,2023-01-31,10,17.7
Tuesday,2023-01-31,11,26.4
Tuesday,2023-01-31,12,15.6
Tuesday,2023-01-31,13,7.5
Tuesday,2023-01-31,14,20.2
Tuesday,2023-01-31,15,11.7
Tuesday,2023-01-31,16,27.9
Tuesday,2023-01-31,17,8.1
Wednesday,2023-02-01,9,6.3
Wednesday,2023-02-01,10,17.8
Wednesday,2023-02-01,11,11.2
Wednesday,2023-02-01,12,23.6
Wednesday,2023-02-01,13,18.1
Wednesday,2023-02-01,14,28.5
Wednesday,2023-02-01,15,21.3
Wednesday,2023-02-01,16,15.5
Wednesday,2023-02-01,17,25.2
Thursday,2023-02-02,9,10.3
Thursday,2023-02-02,10,28.4
Thursday,2023-02-02,11,15.4
Thursday,2023-02-02,12,10.0
Thursday,2023-02-02,13,13.8
Thursday,2023-02-02,14,11.3
Thursday,2023-02-02,15,16.7
Thursday,2023-02-02,16,28.7
Thursday,2023-02-02,17,9.5
Friday,2023-02-03,9,28.1
Friday,2023-02-03,10,32.1
Friday,2023-02-03,11,12.6
Friday,2023-02-03,12,20.8
Friday,2023-02-03,13,10.2
Friday,2023-02-03,14,27.2
Friday,2023-02-03,15,12.7
Friday,2023-02-03,16,14.5
Friday,2023-02-03,17,11.9
Saturday,2023-02-04,9,17.4
Saturday,2023-02-04,10,5.0
Saturday,2023-02-04,11,20.9
Saturday,2023-02-04,12,5.8
Saturday,2023-02-04,13,5.0
Saturday,2023-02-04,14,18.0
Saturday,2023-02-04,15,12.8
Saturday,2023-02-04,16,9.4
Saturday,2023-02-04,17,11.2
Sunday,2023-02-05,9,23.5
Sunday,2023-02-05,10,6.2
Sunday,2023-02-05,11,5.0
Sunday,2023-02-05,12,6.6
Sunday,2023-02-05,13,5.0
Sunday,2023-02-05,14,18.5
Sunday,2023-02-05,15,18.3
Sunday,2023-02-05,16,12.1
Sunday,2023-02-05,17,21.3
Monday,2023-02-06,9,8.6
Monday,2023-02-06,10,32.5
Monday,2023-02-06,11,26.8
Monday,2023-02-06,12,10.5
Monday,2023-02-06,13,7.2
Monday,2023-02-06,14,6.4
Monday,2023-02-06,15,26.3
Monday,2023-02-06,16,18.5
Monday,2023-02-06,17,15.7
Tuesday,2023-02-07,9,29.3
Tuesday,2023-02-07,10,26.2
Tuesday,2023-02-07,11,23.9
Tuesday,2023-02-07,12,13.9
Tuesday,2023-02-07,13,12.9
Tuesday,2023-02-07,14,15.9
Tuesday,2023-02-07,15,6.2
Tuesday,2023-02-07,16,29.8
Tuesday,2023-02-07,17,21.2
Wednesday,2023-02-08,9,8.2
Wednesday,2023-02-08,10,17.8
Wednesday,2023-02-08,11,17.2
Wednesday,2023-02-08,12,10.1
Wednesday,2023-02-08,13,10.4
Wednesday,2023-02-08,14,17.1
Wednesday,2023-02-08,15,22.5
Wednesday,2023-02-08,16,14.0
Wednesday,2023-02-08,17,32.4
Thursday,2023-02-09,9,24.9
Thursday,2023-02-09,10,7.8
Thursday,2023-02-09,11,6.6
Thursday,2023-02-09,12,17.8
Thursday,2023-02-09,13,14.7
Thursday,2023-02-09,14,13.2
Thursday,2023-02-09,15,12.8
Thursday,2023-02-09,16,10.0
Thursday,2023-02-09,17,28.9
Friday,2023-02-10,9,13.4
Friday,2023-02-10,10,6.7
Friday,2023-02-10,11,27.0
Friday,2023-02-10,12,19.3
Friday,2023-02-10,13,6.0
Friday,2023-02-10,14,25.1
Friday,2023-02-10,15,23.2
Friday,2023-02-10,16,32.2
Friday,2023-02-10,17,9.5
Saturday,2023-02-11,9,16.3
Saturday,2023-02-11,10,18.9
Saturday,2023-02-11,11,23.2
Saturday,2023-02-11,12,11.3
Saturday,2023-02-11,13,13.4
Saturday,2023-02-11,14,12.8
Saturday,2023-02-11,15,9.1
Saturday,2023-02-11,16,12.2
Saturday,2023-02-11,17,18.7
Sunday,2023-02-12,9,23.5
Sunday,2023-02-12,10,25.0
Sunday,2023-02-12,11,16.3
Sunday,2023-02-12,12,13.6
Sunday,2023-02-12,13,13.4
Sunday,2023-02-12,14,13.4
Sunday,2023-02-12,15,7.3
Sunday,2023-02-12,16,5.0
Sunday,2023-02-12,17,11.6
Monday,2023-02-13,9,25.3
Monday,2023-02-13,10,19.6
Monday,2023-02-13,11,8.2
Monday,2023-02-13,12,17.9
Monday,2023-02-13,13,8.9
Monday,2023-02-13,14,17.5
Monday,2023-02-13,15,24.9
Monday,2023-02-13,16,29.6
Monday,2023-02-13,17,28.3
Tuesday,2023-02-14,9,25.7
Tuesday,2023-02-14,10,11.4
Tuesday,2023-02-14,11,22.7
Tuesday,2023-02-14,12,11.9
Tuesday,2023-02-14,13,12.2
Tuesday,2023-02-14,14,8.2
Tuesday,2023-02-14,15,11.1
Tuesday,2023-02-14,16,6.4
Tuesday,2023-02-14,17,29.6
Wednesday,2023-02-15,9,16.0
Wednesday,2023-02-15,10,32.5
Wednesday,2023-02-15,11,22.9
Wednesday,2023-02-15,12,23.3
Wednesday,2023-02-15,13,9.0
Wednesday,2023-02-15,14,21.1
Wednesday,2023-02-15,15,23.8
Wednesday,2023-02-15,16,17.0
Wednesday,2023-02-15,17,12.5
Thursday,2023-02-16,9,28.1
Thursday,2023-02-16,10,16.6
Thursday,2023-02-16,11,27.8
Thursday,2023-02-16,12,14.2
Thursday,2023-02-16,13,19.8
Thursday,2023-02-16,14,15.8
Thursday,2023-02-16,15,16.1
Thursday,2023-02-16,16,32.9
Thursday,2023-02-16,17,23.5
Friday,2023-02-17,9,24.1
Friday,2023-02-17,10,32.3
Friday,2023-02-17,11,25.6
Friday,2023-02-17,12,5.0
Friday,2023-02-17,13,17.7
Friday,2023-02-17,14,25.4
Friday,2023-02-17,15,22.2
Friday,2023-02-17,16,16.8
Friday,2023-02-17,17,18.9
Saturday,2023-02-18,9,6.4
Saturday,2023-02-18,10,6.3
Saturday,2023-02-18,11,9.7
Saturday,2023-02-18,12,9.6
Saturday,2023-02-18,13,11.3
Saturday,2023-02-18,14,15.3
Saturday,2023-02-18,15,10.0
Saturday,2023-02-18,16,7.0
Saturday,2023-02-18,17,20.7
Sunday,2023-02-19,9,11.4
Sunday,2023-02-19,10,5.0
Sunday,2023-02-19,11,13.0
Sunday,2023-02-19,12,13.6
Sunday,2023-02-19,13,12.2
Sunday,2023-02-19,14,17.3
Sunday,2023-02-19,15,14.4
Sunday,2023-02-19,16,15.1
Sunday,2023-02-19,17,13.0
Monday,2023-02-20,9,9.1
Monday,2023-02-20,10,14.3
Monday,2023-02-20,11,11.4
Monday,2023-02-20,12,23.1
Monday,2023-02-20,13,13.0
Monday,2023-02-20,14,6.5
Monday,2023-02-20,15,28.4
Monday,2023-02-20,16,13.7
Monday,2023-02-20,17,17.6
Tuesday,2023-02-21,9,16.7
Tuesday,2023-02-21,10,6.4
Tuesday,2023-02-21,11,26.6
Tuesday,2023-02-21,12,5.0
Tuesday,2023-02-21,13,6.8
Tuesday,2023-02-21,14,26.8
Tuesday,2023-02-21,15,16.4
Tuesday,2023-02-21,16,29.1
Tuesday,2023-02-21,17,19.6
Wednesday,2023-02-22,9,16.8
Wednesday,2023-02-22,10,28.9
Wednesday,2023-02-22,11,32.5
Wednesday,2023-02-22,12,18.4
Wednesday,2023-02-22,13,23.6
Wednesday,2023-02-22,14,19.2
Wednesday,2023-02-22,15,15.9
Wednesday,2023-02-22,16,29.0
Wednesday,2023-02-22,17,24.8
Thursday,2023-02-23,9,17.9
Thursday,2023-02-23,10,21.8
Thursday,2023-02-23,11,27.5
Thursday,2023-02-23,12,9.7
Thursday,2023-02-23,13,5.7
Thursday,2023-02-23,14,23.7
Thursday,2023-02-23,15,19.1
Thursday,2023-02-23,16,18.7
Thursday,2023-02-23,17,29.5
Friday,2023-02-24,9,6.3
Friday,2023-02-24,10,6.3
Friday,2023-02-24,11,35.6
Friday,2023-02-24,12,22.4
Friday,2023-02-24,13,8.7
Friday,2023-02-24,14,27.7
Friday,2023-02-24,15,6.9
Friday,2023-02-24,16,30.0
Friday,2023-02-24,17,22.7
Saturday,2023-02-25,9,5.0
Saturday,2023-02-25,10,8.4
Saturday,2023-02-25,11,5.9
Saturday,2023-02-25,12,5.0
Saturday,2023-02-25,13,9.2
Saturday,2023-02-25,14,7.6
Saturday,2023-02-25,15,13.0
Saturday,2023-02-25,16,8.1
Saturday,2023-02-25,17,14.8
Sunday,2023-02-26,9,15.5
Sunday,2023-02-26,10,16.0
Sunday,2023-02-26,11,15.2
Sunday,2023-02-26,12,16.3
Sunday,2023-02-26,13,8.2
Sunday,2023-02-26,14,12.4
Sunday,2023-02-26,15,12.3
Sunday,2023-02-26,16,6.9
Sunday,2023-02-26,17,9.2
Monday,2023-02-27,9,18.0
Monday,2023-02-27,10,7.7
Monday,2023-02-27,11,32.3
Monday,2023-02-27,12,12.8
Monday,2023-02-27,13,21.9
Monday,2023-02-27,14,28.4
Monday,2023-02-27,15,18.3
Monday,2023-02-27,16,29.0
Monday,2023-02-27,17,23.8
Tuesday,2023-02-28,9,26.3
Tuesday,2023-02-28,10,13.1
Tuesday,2023-02-28,11,35.3
Tuesday,2023-02-28,12,12.4
Tuesday,2023-02-28,13,6.3
Tuesday,2023-02-28,14,15.5
Tuesday,2023-02-28,15,28.6
Tuesday,2023-02-28,16,18.3
Tuesday,2023-02-28,17,23.2
Wednesday,2023-03-01,9,32.2
Wednesday,2023-03-01,10,21.8
Wednesday,2023-03-01,11,24.0
Wednesday,2023-03-01,12,21.9
Wednesday,2023-03-01,13,5.0
Wednesday,2023-03-01,14,23.8
Wednesday,2023-03-01,15,19.1
Wednesday,2023-03-01,16,12.0
Wednesday,2023-03-01,17,24.3
Thursday,2023-03-02,9,35.3
Thursday,2023-03-02,10,16.2
Thursday,2023-03-02,11,31.5
Thursday,2023-03-02,12,19.0
Thursday,2023-03-02,13,8.9
Thursday,2023-03-02,14,20.8
Thursday,2023-03-02,15,12.6
Thursday,2023-03-02,16,6.1
Thursday,2023-03-02,17,22.3
Friday,2023-03-03,9,10.3
Friday,2023-03-03,10,16.3
Friday,2023-03-03,11,8.1
Friday,2023-03-03,12,20.1
Friday,2023-03-03,13,10.1
Friday,2023-03-03,14,14.1
Friday,2023-03-03,15,8.6
Friday,2023-03-03,16,6.8
Friday,2023-03-03,17,8.8
Saturday,2023-03-04,9,14.9
Saturday,2023-03-04,10,21.9
Saturday,2023-03-04,11,5.3
Saturday,2023-03-04,12,15.5
Saturday,2023-03-04,13,6.3
Saturday,2023-03-04,14,12.1
Saturday,2023-03-04,15,5.4
Saturday,2023-03-04,16,12.7
Saturday,2023-03-04,17,8.8
Sunday,2023-03-05,9,8.7
Sunday,2023-03-05,10,5.1
Sunday,2023-03-05,11,21.2
Sunday,2023-03-05,12,16.4
Sunday,2023-03-05,13,5.1
Sunday,2023-03-05,14,20.7
Sunday,2023-03-05,15,13.3
Sunday,2023-03-05,16,13.0
Sunday,2023-03-05,17,19.0
Monday,2023-03-06,9,16.8
Monday,2023-03-06,10,21.3
Monday,2023-03-06,11,23.9
Monday,2023-03-06,12,11.9
Monday,2023-03-06,13,18.3
Monday,2023-03-06,14,20.5
Monday,2023-03-06,15,17.0
Monday,2023-03-06,16,20.9
Monday,2023-03-06,17,27.7
Tuesday,2023-03-07,9,8.0
Tuesday,2023-03-07,10,31.3
Tuesday,2023-03-07,11,7.0
Tuesday,2023-03-07,12,6.6
Tuesday,2023-03-07,13,18.9
Tuesday,2023-03-07,14,14.5
Tuesday,2023-03-07,15,26.2
Tuesday,2023-03-07,16,28.3
Tuesday,2023-03-07,17,30.6
